SCENE,KEY,SENTENCE,END_TIME,SPEAKER,SHOW,Sarcasm,Sarcasm_Type,Implicit_Emotion,Explicit_Emotion,Valence,Arousal
1_S09E23_102,1_S09E23_102_u,Wow. (clears throat) Didn't even make it out of the parking lot.,0:4.338000,PENNY,BBT,1,PRO,Frustration,Surprise,3,8
1_S09E23_270,1_S09E23_270_u,"So, when the aliens brought you back, they just left the probe in?",0:5.439,LEONARD,BBT,1,ILL,Ridicule,Surprise,2,7
1_S09E23_420,1_S09E23_420_u,Thank you.,0:4.170999,PENNY,BBT,1,ILL,Anger,Happiness,3,8
1_S09E24_014,1_S09E24_014_u,Did she think you were choking or...,0:2.168000,LEONARD,BBT,1,PRO,Ridicule,Surprise,3,7
1_S09E24_152,1_S09E24_152_u,Sure you do.,0:2.868999,OTHER,BBT,1,ILL,Frustration,Happiness,3,7
1_S10E01_075,1_S10E01_075_u,It was nice of her to show us playing dumb with an example.,0:3.458,SHELDON,BBT,1,ILL,Ridicule,Neutral,3,7
1_S10E01_197,1_S10E01_197_u,"Yeah, special, like that.",0:3.917,LEONARD,BBT,1,ILL,Sadness,Happiness,3,7
1_S10E01_225,1_S10E01_225_u,"Well, he probably buys his illegal drugs from a local vendor.",0:3.5,OTHER,BBT,1,PRO,Ridicule,Neutral,3,8
1_S10E01_381,1_S10E01_381_u,They're practicing for what's coming later.,0:3.459000,OTHER,BBT,1,PRO,Ridicule,Neutral,4,7
1_S10E01_474,1_S10E01_474_u,Is he? I never noticed.,0:4.084,PENNY,BBT,1,ILL,Ridicule,Surprise,4,7
1_S10E02_101,1_S10E02_101_u,"Why? Because I'm Jewish? That's like me saying, ""Hey, you're Indian. Doesn't your cousin work in a call center?""",0:6.833,HOWARD,BBT,1,ILL,Anger,Surprise,3,8
1_S10E02_123,1_S10E02_123_u,"Oh, my God, it was me, it was me! I'm the one who blabbed she was pregnant!",0:02.417000,PENNY,BBT,0,NONE,Fear,Fear,2,9
1_S10E02_327,1_S10E02_327_u,"But I'm mad at him, too, so lemon bars it is.",0:03.249000,SHELDON,BBT,0,NONE,Happiness,Happiness,7,7
1_S10E02_372,1_S10E02_372_u,Would you stop? We're just gonna be on the other side of campus.,0:04.626000,HOWARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S10E03_144,1_S10E03_144_u,"Oh, I was gonna start at the end. Thank God you're here.",0:4.375999,BERNADETTE,BBT,1,ILL,Frustration,Happiness,3,8
1_S10E03_154,1_S10E03_154_u,"This was the husband and this was the wife. They'd go out on adventures together. Cruises, skiing, horseback riding. That was really me just duct taping them to our dog.",0:11.333000,BERNADETTE,BBT,0,NONE,Happiness,Happiness,6,7
1_S10E03_177,1_S10E03_177_u,"Gentlemen, I am ready to work. To quote The Martian, ""Let's science the feces out of this!"" That's The Martian the book and The Martian the movie, not Marvin the Martian.",0:08.292000,SHELDON,BBT,0,NONE,Excitement,Excitement,7,7
1_S10E03_224,1_S10E03_224_u,My head hurts and I'm more tired than ever.,0:04.376000,SHELDON,BBT,0,NONE,Frustration,Frustration,4,3
1_S10E03_260,1_S10E03_260_u,"I think you were mean before you were pregnant, but it's fine.",0:02.708000,RAJ,BBT,0,NONE,Neutral,Neutral,5,5
1_S10E03_282,1_S10E03_282_u,Sorry! Sorry!,0:04.292000,RAJ,BBT,0,NONE,Fear,Fear,3,7
1_S10E03_311,1_S10E03_311_u,"But let's say you do. And don't say you do, because you don't! Now, wouldn't you think that throwing yourself into your work would be the best way to deal with it?",0:09.709000,LEONARD,BBT,0,NONE,Disgust,Disgust,4,6
1_S10E04_007,1_S10E04_007_u,"Oh, so nothing. Great.",0:3.936,PENNY,BBT,1,PRO,Ridicule,Surprise,3,7
1_S10E04_021,1_S10E04_021_u,"And we live with Sheldon, so the word ""inconvenience"" has really lost all meaning.",0:04.101000,LEONARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S10E04_043,1_S10E04_043_u,I don't know. What if living together kills the romance?,0:05.001000,SHELDON,BBT,0,NONE,Fear,Fear,4,6
1_S10E04_057,1_S10E04_057_u,Don't try luring me in with sexy talk.,0:03.334000,SHELDON,BBT,0,NONE,Fear,Neutral,4,6
1_S10E04_082,1_S10E04_082_u,That's a good question. Maybe just don't come over.,0:03.800000,LEONARD,BBT,0,NONE,Disgust,Neutral,4,5
1_S10E04_105,1_S10E04_105_u,I'm the son of a gynecologist. I could be helpful.,0:02.500000,RAJ,BBT,0,NONE,Neutral,Neutral,5,5
1_S10E04_158,1_S10E04_158_u,I'm trying to think of an answer,0:02.200000,LEONARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S10E04_177,1_S10E04_177_u,"Oh, excited, concerned, a little scared. All the same emotions",0:05.801000,SHELDON,BBT,0,NONE,Fear,Neutral,4,6
1_S10E04_194,1_S10E04_194_u,"I've never lived with someone, either. This is a lot for me, too.",0:03.500000,AMY,BBT,0,NONE,Fear,Fear,4,6
1_S10E04_238,1_S10E04_238_u,"Well, Sheldon, I really appreciate that, but these things mean more to you than they do to me, so whatever you want.",0:05.369000,AMY,BBT,0,NONE,Neutral,Neutral,5,5
1_S10E04_262,1_S10E04_262_u,What if we do this?,0:02.667000,AMY,BBT,0,NONE,Neutral,Neutral,5,5
1_S10E04_277,1_S10E04_277_u,I was disappointed to see the man I was engaged to pulling rainbow scarves out of his fly.,0:05.436000,BERNADETTE,BBT,0,NONE,Anger,Anger,4,7
1_S10E04_307,1_S10E04_307_u,"Okay, well, I am sorry. I'm just worried that my sensitivity to temperature could make this a rough night.",0:05.402000,SHELDON,BBT,0,NONE,Fear,Fear,4,6
1_S10E04_343,1_S10E04_343_u,"Well, now I don't know if I want to know!",0:02.300000,BERNADETTE,BBT,0,NONE,Frustration,Frustration,5,7
1_S10E04_361,1_S10E04_361_u,Wait. Wrong number.,0:02.700000,BERNADETTE,BBT,0,NONE,Fear,Fear,5,7
1_S10E04_398,1_S10E04_398_u,"Well, I didn't, and it's your fault.",0:03.067000,AMY,BBT,0,NONE,Frustration,Frustration,4,6
1_S10E04_403,1_S10E04_403_u,The kind who almost put a pillow over your face last night.,0:03.500000,AMY,BBT,0,NONE,Anger,Anger,3,6
1_S10E05_079,1_S10E05_079_u,"Okay. Well, for starters, there's nothing wrong with keeping our toothbrushes in the same holder.",0:06.603000,AMY,BBT,0,NONE,Neutral,Neutral,5,5
1_S10E05_110,1_S10E05_110_u,The only thing I hate more than you right now is that book!,0:03.967000,BERNADETTE,BBT,0,NONE,Anger,Anger,3,7
1_S10E05_120,1_S10E05_120_u,How 'bout we stay here? We don't even have to tell anyone. It'll be like a secret vacation at home.,0:06.837000,HOWARD,BBT,0,NONE,Excitement,Neutral,6,5
1_S10E05_288,1_S10E05_288_u,"I'm in a hot tub with you, so pretty bad.",0:2.768,RAJ,BBT,1,ILL,Disgust,Sadness,3,7
1_S10E05_319,1_S10E05_319_u,"No. No, if we both like it, I'll spend the rest of my life opening the freezer and going, ""Aw, no strawberry.""",0:07.671000,SHELDON,BBT,0,NONE,Disgust,Disgust,4,7
1_S10E06_003,1_S10E06_003_u,I got asked to sign autographs there.,0:01.834000,PENNY,BBT,0,NONE,Sadness,Neutral,4,5
1_S10E06_062,1_S10E06_062_u,I felt a kick. There's a baby in there.,0:05.208000,HOWARD,BBT,0,NONE,Happiness,Excitement,7,7
1_S10E06_091,1_S10E06_091_u,Are you kidding? I once paid $20 for Theo Sassler's signature.,0:03.542000,LEONARD,BBT,0,NONE,Surprise,Neutral,6,6
1_S10E06_166,1_S10E06_166_u,I feel like I'm selling candy so our team can get new uniforms.,0:04,PENNY,BBT,0,NONE,Disgust,Disgust,4,6
1_S10E06_255,1_S10E06_255_u,"Imagine this: you've got the baby in one hand, groceries in the other, and you're thinking, ""How am I gonna open this trunk?""",0:10.042000,HOWARD,BBT,0,NONE,Neutral,Neutral,6,5
1_S10E07_069,1_S10E07_069_u,"(chuckling): Aw, you think you have an audience, that's funny.",0:3.376000,HOWARD,BBT,1,PRO,Disgust,Happiness,3,8
1_S10E07_110,1_S10E07_110_u,"Oh. Well, j-just out of curiosity, what registers as odd to you",0:2.208999,HOWARD,BBT,1,ILL,Ridicule,Surprise,4,7
1_S10E07_140,1_S10E07_140_u,"Oh my God, that's who you look like.",0:2.708000,RAJ,BBT,1,PRO,Ridicule,Surprise,4,8
1_S10E07_163,1_S10E07_163_u,"I'll take that as a ""Yes."" She's secretly been moving your collectibles into storage a little at a time and you haven't noticed.",0:07.792000,HOWARD,BBT,0,NONE,Excitement,Neutral,6,6
1_S10E07_187,1_S10E07_187_u,So why don't they just get more drywall?,0:03.333000,PENNY,BBT,0,NONE,Neutral,Neutral,5,5
1_S10E07_198,1_S10E07_198_u,"Oh, don't worry, I won't.",0:01.417000,PENNY,BBT,0,NONE,Neutral,Neutral,5,5
1_S10E07_247,1_S10E07_247_u,"Uh, she's enjoyed living with you. It's called being in love.",0:02.499000,PENNY,BBT,0,NONE,Happiness,Happiness,6,6
1_S10E07_267,1_S10E07_267_u,It just came up because we-we were talking about secrets and...,0:06.250000,HOWARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S10E08_063,1_S10E08_063_u,You think it would be more difficult than that?,0:4.437999,OTHER,BBT,1,PRO,Ridicule,Surprise,4,8
1_S10E08_131,1_S10E08_131_u,The last green thing I saw you eat was a Skittle.,0:2.768999,LEONARD,BBT,1,PRO,Ridicule,Neutral,4,7
1_S10E08_140,1_S10E08_140_u,"No, she's right. As long as I've known you, you've always been self-conscious",0:04.037000,HOWARD,BBT,0,NONE,Disgust,Disgust,4,3
1_S10E09_021,1_S10E09_021_u,"Oh, good, maybe he can build a nicer bridge to live under.",0:3.369999,SHELDON,BBT,1,PRO,Anger,Happiness,4,8
1_S10E09_066,1_S10E09_066_u,"You know what, I've met Bert. Isn't he an indicator of life on other planets?",0:3.571000,PENNY,BBT,1,PRO,Ridicule,Surprise,3,7
1_S10E09_081,1_S10E09_081_u,Say hello to everybody's little friend-- remote control Stephen Hawking!,0:04.969000,HOWARD,BBT,0,NONE,Excitement,Excitement,6,7
1_S10E09_100,1_S10E09_100_u,It's like scrolling through the emojis on my phone.,0:04.971000,PENNY,BBT,0,NONE,Happiness,Neutral,6,6
1_S10E09_169,1_S10E09_169_u,"I wet the bed until college, but I don't think",0:02.634000,LEONARD,BBT,0,NONE,Sadness,Sadness,4,6
1_S10E09_186,1_S10E09_186_u,Let it fly.,0:01.934000,LEONARD,BBT,0,NONE,Happiness,Neutral,6,6
1_S10E09_194,1_S10E09_194_u,with his other foot.,0:01.666000,LEONARD,BBT,0,NONE,Sadness,Sadness,4,6
1_S10E09_258,1_S10E09_258_u,What is going on? Did you upgrade his software last night?,0:4.07,HOWARD,BBT,1,PRO,Ridicule,Surprise,4,7
1_S10E09_324,1_S10E09_324_u,I think I hate all of you nerds.,0:02.401000,PENNY,BBT,0,NONE,Frustration,Frustration,4,6
1_S10E10_009,1_S10E10_009_u,"You know, I have always thought that this couch would look fantastic on the curb in front of the building.",0:6.672999,SHELDON,BBT,1,EMB,Ridicule,Neutral,4,7
1_S10E10_090,1_S10E10_090_u,"Hang on, maybe it's not the worst idea. I mean, he did do a good job taking care of my mother.",0:04.436000,HOWARD,BBT,0,NONE,Happiness,Happiness,6,5
1_S10E10_158,1_S10E10_158_u,I would like to keep... the official flag of our apartment.,0:04.969000,LEONARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S10E10_269,1_S10E10_269_u,"Oh, yeah, I read about that on WhoGivesACrap.com",0:4.504,STUART,BBT,1,PRO,Anger,Neutral,3,8
1_S10E10_376,1_S10E10_376_u,"Well, for me, too. It's not the same with you gone.",0:03.435000,LEONARD,BBT,0,NONE,Sadness,Sadness,4,6
1_S10E11_321,1_S10E11_321_u,How many times do I have to say I'm sorry?,0:3.770000,PENNY,BBT,1,ILL,Ridicule,Sadness,3,8
1_S10E12_115,1_S10E12_115_u,Cause at the end I assumed there'd be nurses.,0:2.202,OTHER,BBT,1,PRO,Ridicule,Neutral,3,8
1_S10E13_095,1_S10E13_095_u,"I've been seeing him for years, I'm still not convinced he's real.",0:5.771999,BERNADETTE,BBT,1,ILL,Ridicule,Sadness,3,8
1_S10E13_135,1_S10E13_135_u,"Oh, no. Good game.",0:4.437999,LEONARD,BBT,1,ILL,Frustration,Happiness,4,7
1_S10E14_032,1_S10E14_032_u,"So, normal.",0:1.902000,BERNADETTE,BBT,1,PRO,Ridicule,Neutral,3,6
1_S10E14_056,1_S10E14_056_u,And you think we can get those guys to reprogram Sheldon? Cool.,0:4.570999,LEONARD,BBT,1,PRO,Ridicule,Neutral,3,8
1_S10E14_094,1_S10E14_094_u,"Well, when you get the machine, you can find out.",0:3.003,LEONARD,BBT,1,PRO,Ridicule,Neutral,3,6
1_S10E14_476,1_S10E14_476_u,"Oh, so all we need to do is get Sheldon knocked up.",0:3.670999,PENNY,BBT,1,PRO,Ridicule,Excitement,3,7
1_S10E16_009,1_S10E16_009_u,"Aw, look at you watching sports.",0:3.070000,PENNY,BBT,1,PRO,Ridicule,Surprise,3,8
1_S10E17_032,1_S10E17_032_u,"Wait, wait, not shopping for clothes, right? Because look.",0:1.802000,PENNY,BBT,1,PRO,Ridicule,Surprise,3,6
1_S10E17_096,1_S10E17_096_u,"No. Which will make me miserable, which is usually Sheldon's job.",0:3.902999,LEONARD,BBT,1,EMB,Frustration,Neutral,3,8
1_S10E17_125,1_S10E17_125_u,You could charge people money to punch you.,0:3.57,HOWARD,BBT,1,EMB,Ridicule,Neutral,3,8
1_S10E17_146,1_S10E17_146_u,"Oh, dear god, you're cheating on me with raj.",0:3.503,BERNADETTE,BBT,1,PRO,Ridicule,Anger,3,8
1_S10E17_287,1_S10E17_287_u,"Yeah, that's working out great for me.",0:2.436000,HOWARD,BBT,1,ILL,Disgust,Happiness,3,8
1_S10E18_164,1_S10E18_164_u,Maybe we should take them both to the park and let them run around together.,0:5.305,HOWARD,BBT,1,PRO,Ridicule,Excitement,3,8
1_S10E18_266,1_S10E18_266_u,Do you actually pay for that haircut?,0:1.702000,PENNY,BBT,1,ILL,Ridicule,Surprise,3,8
1_S10E18_323,1_S10E18_323_u,(sighs) I'll say it again. India.,0:4.071,HOWARD,BBT,1,PRO,Frustration,Excitement,2,8
1_S10E18_391,1_S10E18_391_u,"Oh, great, it'll be easier for you to look up at the stars without a roof over your head.",0:4.872,STUART,BBT,1,EMB,Disgust,Happiness,3,7
1_S10E18_423,1_S10E18_423_u,More reasons for you to stay.,0:2.468999,PENNY,BBT,1,PRO,Ridicule,Neutral,3,6
1_S10E19_015,1_S10E19_015_u,Sure. You're living here for free. I guess I owe you.,0:3.099999,LEONARD,BBT,1,EMB,Anger,Excitement,3,8
1_S10E19_252,1_S10E19_252_u,You sure you don't fit in? You sound like a catty bitch to me.,0:3.539999,HOWARD,BBT,1,PRO,Ridicule,Surprise,3,8
1_S10E21_151,1_S10E21_151_u,"Hey, I already set up Howard and Bernadette. It's your turn to ruin some poor girl's life.",0:5.471999,PENNY,BBT,1,EMB,Ridicule,Sadness,2,8
1_S10E21_200,1_S10E21_200_u,"What'd you do, delete your photo?",0:2.502999,SHELDON,BBT,1,PRO,Ridicule,Surprise,3,8
1_S10E23_165,1_S10E23_165_u,"Oh, sweetie, you might not live that long.",0:3.235999,PENNY,BBT,1,PRO,Ridicule,Sadness,3,8
1_S11E01_100,1_S11E01_100_u,"Okay, you can stop leading with that part of the story.",0:02.640000,AMY,BBT,0,NONE,Disgust,Neutral,4,5
1_S11E01_222,1_S11E01_222_u,"Well, you came to the wrong place.",0:02.860000,STUART,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E01_337,1_S11E01_337_u,"I'm sorry, what?",0:02.540000,PENNY,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E01_400,1_S11E01_400_u,"Well, Bernadette has to grow a baby inside of her, and Amy has to marry one. My life is great.",0:5.199999,PENNY,BBT,1,EMB,Ridicule,Happiness,3,8
1_S11E01_446,1_S11E01_446_u,"H-Hey, her eyes are up there.",0:02.300000,SHELDON,BBT,0,NONE,Happiness,Happiness,6,6
1_S11E02_008,1_S11E02_008_u,"Yeah, I'm still mad at you. (clears throat)",0:02.670000,PENNY,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E02_030,1_S11E02_030_u,Really? You?,0:1.740000,SHELDON,BBT,1,ILL,Disgust,Surprise,3,6
1_S11E02_049,1_S11E02_049_u,Thank you for having me. Whoa... (chuckles) Could never get used to hearing myself in headphones. Is that really how I sound?,0:06.030000,LEONARD,BBT,0,NONE,Excitement,Excitement,6,6
1_S11E02_127,1_S11E02_127_u,Fingers crossed.,0:01.800000,AMY,BBT,0,NONE,Surprise,Happiness,6,7
1_S11E02_205,1_S11E02_205_u,"Well, that's why I brought the bottle.",0:03.060000,PENNY,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E02_299,1_S11E02_299_u,Tell me about it. Howie texts me every time his dog levels up in Warcraft.,0:05.230000,BERNADETTE,BBT,0,NONE,Frustration,Frustration,3,7
1_S11E03_006,1_S11E03_006_u,I thought we agreed on June 15.,0:02.500000,AMY,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E03_067,1_S11E03_067_u,I'm not setting her up with Raj.,0:02.430000,BERNADETTE,BBT,0,NONE,Disgust,Disgust,4,5
1_S11E03_169,1_S11E03_169_u,"Me, either. What a small world.",0:02.530000,RAJ,BBT,0,NONE,Surprise,Surprise,6,7
1_S11E03_220,1_S11E03_220_u,"Honey, that's you.",0:01.430000,PENNY,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E03_250,1_S11E03_250_u,Why should I bow out?,0:01.670000,STUART,BBT,0,NONE,Frustration,Frustration,4,6
1_S11E03_321,1_S11E03_321_u,What's to worry about?,0:01.430000,OTHER,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E03_365,1_S11E03_365_u,"Oh, my God, what happened?!",0:02.200000,AMY,BBT,0,NONE,Fear,Fear,4,7
1_S11E04_005,1_S11E04_005_u,"Oh, that's sweet, but today is all about you.",0:04.610000,HOWARD,BBT,0,NONE,Happiness,Happiness,7,7
1_S11E04_016,1_S11E04_016_u,"Well, it's a boy.",0:02.130000,OTHER,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E04_024,1_S11E04_024_u,I already have a little version of Howard.,0:3.230000,BERNADETTE,BBT,1,PRO,Sadness,Neutral,3,7
1_S11E04_067,1_S11E04_067_u,"Nah, it's worth it.",0:01.760000,LEONARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E04_137,1_S11E04_137_u,"""Daddy's little girl""?",0:02.930000,BERNADETTE,BBT,0,NONE,Happiness,Happiness,6,6
1_S11E04_162,1_S11E04_162_u,It's more of a tradition.,0:02.360000,HOWARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E04_273,1_S11E04_273_u,"Thanks for trying, but you're not gonna be able to cheer me up.",0:03.610000,HOWARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E04_298,1_S11E04_298_u,"No, I'm fine.",0:01.520000,BERNADETTE,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E04_315,1_S11E04_315_u,Okay... I'm pretty sure they're not best friends.,0:06.680000,AMY,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E04_347,1_S11E04_347_u,What about people distracted by irritating passengers?,0:4.82,HOWARD,BBT,1,ILL,Frustration,Surprise,3,7
1_S11E05_005,1_S11E05_005_u,"Yeah, which is why it's okay.",0:02.730000,PENNY,BBT,0,NONE,Happiness,Happiness,6,6
1_S11E05_060,1_S11E05_060_u,No! Wha…,0:02,PENNY,BBT,0,NONE,Disgust,Neutral,4,6
1_S11E05_099,1_S11E05_099_u,"Based on that ring on your finger, I'd say you're pretty good at controlling robots.",0:5.08,SHELDON,BBT,1,ILL,Ridicule,Neutral,3,6
1_S11E05_156,1_S11E05_156_u,My ride home with you was hellish.,0:3.760000,LEONARD,BBT,1,PRO,Frustration,Happiness,3,8
1_S11E05_186,1_S11E05_186_u,Take him to the zoo and leave him there.,0:05.860000,LEONARD,BBT,0,NONE,Frustration,Neutral,5,5
1_S11E05_193,1_S11E05_193_u,I thought his work wife was standing in my kitchen.,0:2.400000,BERNADETTE,BBT,1,PRO,Ridicule,Neutral,3,7
1_S11E05_253,1_S11E05_253_u,Maybe there's something in the book that will help.,0:02.700000,PENNY,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E05_306,1_S11E05_306_u,"I used to make it appear in my pants, but HR said I had to stop doing that.",0:04.510000,HOWARD,BBT,0,NONE,Happiness,Happiness,6,6
1_S11E05_343,1_S11E05_343_u,"At least he can still clean the oven, so that's something.",0:02.940000,BERNADETTE,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E05_370,1_S11E05_370_u,"Leonard, what are you doing?",0:01,PENNY,BBT,0,NONE,Fear,Fear,4,4
1_S11E05_402,1_S11E05_402_u,"Oh, my God, you're still here?",0:02.410000,BERNADETTE,BBT,0,NONE,Surprise,Surprise,6,7
1_S11E05_429,1_S11E05_429_u,"Yeah, Bernadette texted earlier. Raj is really getting on her nerves.",0:03.950000,HOWARD,BBT,0,NONE,Happiness,Happiness,6,6
1_S11E05_448,1_S11E05_448_u,"In the book this is based on, that man's the killer.",0:05.540000,SHELDON,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E06_003,1_S11E06_003_u,"I'm not allowed to eat for 12 hours before my surgery, and I only got two more minutes.",0:04.310000,HOWARD,BBT,0,NONE,Fear,Fear,4,6
1_S11E06_019,1_S11E06_019_u,"He was cremated, and his remains were put in a baking soda volcano.",0:3.2,HOWARD,BBT,1,EMB,Ridicule,Neutral,2,7
1_S11E06_060,1_S11E06_060_u,Gift shop.,0:01,HOWARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E06_102,1_S11E06_102_u,"No, he is saying how can these prices be so low?",0:0.999999,BERNADETTE,BBT,1,ILL,Anger,Excitement,3,8
1_S11E06_187,1_S11E06_187_u,"You want to lie down, watch a movie?",0:04.270000,HOWARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E06_249,1_S11E06_249_u,"Well, you're... I can get the baby.",0:02.570000,PENNY,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E06_391,1_S11E06_391_u,How irresponsible do you all think I am?,0:03.130000,PENNY,BBT,0,NONE,Anger,Anger,4,6
1_S11E06_410,1_S11E06_410_u,"You were a terrible waitress, and we still asked you to get us a snack.",0:4.41,HOWARD,BBT,1,EMB,Ridicule,Fear,3,8
1_S11E06_448,1_S11E06_448_u,"Well, don't worry. He's now on my enemies list forever. He's totally cut off.",0:05.900000,SHELDON,BBT,0,NONE,Anger,Anger,3,6
1_S11E07_026,1_S11E07_026_u,"It does, but it's still geology.",0:02.800000,SHELDON,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E07_112,1_S11E07_112_u,It doesn't even matter how many all-rounders you have.,0:02.424000,OTHER,BBT,0,NONE,Excitement,Neutral,6,6
1_S11E07_153,1_S11E07_153_u,"Just a minute, I want to make sure Leonard can't hear us.",0:02.835000,SHELDON,BBT,0,NONE,Fear,Fear,4,4
1_S11E07_161,1_S11E07_161_u,I don't know. Poor Bert?,0:2.170000,PENNY,BBT,1,PRO,Ridicule,Sadness,3,8
1_S11E07_220,1_S11E07_220_u,I should get a haircut; this thing's going south fast.,0:02.200000,STUART,BBT,0,NONE,Frustration,Frustration,4,6
1_S11E07_265,1_S11E07_265_u,"Sheldon, that was pretty rude.",0:01.600000,LEONARD,BBT,0,NONE,Sadness,Neutral,4,4
1_S11E07_271,1_S11E07_271_u,Get out of here!,0:02.160000,RAJ,BBT,0,NONE,Anger,Anger,3,7
1_S11E07_381,1_S11E07_381_u,Bert asked for my help.,0:01.370000,LEONARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E07_405,1_S11E07_405_u,And she still doesn't.,0:02.770000,BERNADETTE,BBT,0,NONE,Happiness,Happiness,6,6
1_S11E07_415,1_S11E07_415_u,Give him a chance. He's gonna get this.,0:02.760000,HOWARD,BBT,0,NONE,Excitement,Excitement,5,5
1_S11E08_005,1_S11E08_005_u,"Well, according to his text, he was on the second floor, then he stopped to tie his shoe.",0:06.170000,LEONARD,BBT,0,NONE,Frustration,Frustration,4,6
1_S11E08_113,1_S11E08_113_u,"Yeah, just turn off your brain and let your uterus do its magic.",0:04.060000,RAJ,BBT,0,NONE,Happiness,Happiness,6,6
1_S11E08_137,1_S11E08_137_u,I don't know. Target practice?,0:3.37,LEONARD,BBT,1,PRO,Ridicule,Neutral,3,7
1_S11E08_142,1_S11E08_142_u,Great. I want answers and he'd better give them to us.,0:03.300000,HOWARD,BBT,0,NONE,Frustration,Frustration,4,6
1_S11E08_195,1_S11E08_195_u,I know. It was when I stubbed my toe.,0:04.240000,AMY,BBT,0,NONE,Sadness,Sadness,4,6
1_S11E08_217,1_S11E08_217_u,"You know what, you like to think that you're just like Tesla, but the truth is you're exactly like Edison.",0:05.740000,LEONARD,BBT,0,NONE,Anger,Anger,4,6
1_S11E08_283,1_S11E08_283_u,Get to the point! Oh.,0:01.830000,PENNY,BBT,0,NONE,Anger,Anger,3,7
1_S11E08_305,1_S11E08_305_u,Be even better if he swapped out the helium for xenon.,0:02.924000,LEONARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E08_351,1_S11E08_351_u,Yes. Why don't you run get me a can of Pringles.,0:03.870000,OTHER,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E08_428,1_S11E08_428_u,"Well, that doesn't help at all.",0:02.670000,SHELDON,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E10_009,1_S11E10_009_u,"(knocking) Hey, you had unprotected sex with Howard. You deserve to be miserable.",0:05.737000,PENNY,BBT,0,NONE,Disgust,Disgust,4,6
1_S11E10_062,1_S11E10_062_u,Why not hexadecimal?,0:01.600000,LEONARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E10_143,1_S11E10_143_u,Stop apologizing!,0:01.100000,PENNY,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E10_228,1_S11E10_228_u,"while we're apart, can I see other needy Indian men?",0:3.603999,HOWARD,BBT,1,PRO,Ridicule,Sadness,2,8
1_S11E10_240,1_S11E10_240_u,"I forget, which mental hospital are you guys registered at?",0:6.705999,HOWARD,BBT,1,ILL,Ridicule,Neutral,3,7
1_S11E10_249,1_S11E10_249_u,"(sighs) Well, what's it gonna take? You want half my sandwich?",0:05.438000,HOWARD,BBT,0,NONE,Sadness,Sadness,4,6
1_S11E10_297,1_S11E10_297_u,"Oh, okay. Sorry. I wasn't ready for it. Try again.",0:03.468000,HOWARD,BBT,0,NONE,Sadness,Sadness,4,4
1_S11E10_309,1_S11E10_309_u,Then you never saw any other people?,0:2.736000,PENNY,BBT,1,PRO,Disgust,Surprise,3,7
1_S11E10_337,1_S11E10_337_u,"Wow, this conversation got mean fast.",0:03.135000,STUART,BBT,0,NONE,Sadness,Sadness,4,6
1_S11E10_432,1_S11E10_432_u,I'll catch up with you guys.,0:02.001000,LEONARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E10_461,1_S11E10_461_u,"Decaf, genius. (clears throat)",0:02.301000,PENNY,BBT,0,NONE,Neutral,Neutral,5,4
1_S11E11_024,1_S11E11_024_u,Why are you smoking meat?,0:01.300000,HOWARD,BBT,0,NONE,Neutral,Neutral,5,5
1_S11E11_055,1_S11E11_055_u,"I have an extra ticket to the opening of The Last Jedi tonight. It was gonna be Howard's, but you can have it.",0:05.170000,RAJ,BBT,0,NONE,Anger,Anger,3,6
1_S11E11_077,1_S11E11_077_u,I don't know.,0:00.833000,HOWARD,BBT,0,NONE,Neutral,Neutral,5,5
